Model Name,RAM,ROM,CPU,OS,Price
Samsung Galaxy S10 Plus 512GB,8GB RAM,512GB Built-in,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55),Android 9.0 (Pie),"219,999"
Samsung Galaxy Note 9 512GB,8GB RAM,512GB Built-in,Octa-core (4 x 2.7 GHz Mongoose M3 + 4 x 1.8 GHz Cortex-A55),Android V8.1 Oreo,"170,000"
Samsung Galaxy S10 Plus,8GB RAM,128GB Built-in,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55),Android 9.0 (Pie),"159,999"
Samsung Galaxy Note 9,6 GB RAM,128 GB Built-in,Octa-core (4 x 2.7 GHz Mongoose M3 + 4 x 1.8 GHz Cortex-A55),Android V8.1 Oreo,"139,999"
Samsung Galaxy S10,8GB RAM,128GB Built-in,Octa-core (2 x 2.7 GHz Mongoose M4 + 2 x 2.3 GHz Cortex-A75 + 4 x 1.9 GHz Cortex-A55),Android 9.0 (Pie),"139,999"
Samsung Galaxy S9 Plus 128GB,6GB RAM,128GB Built-in,Octa-core (4 x 2.7 GHz Mongoose M3 + 4 x 1.8 GHz Cortex-A55),Android V8.0 Oreo,"111,999"
Samsung Galaxy S9 Plus,6GB RAM,64GB Built-in,Octa-core (4 x 2.8 GHz Mongoose M3 + 4 x 1.7 GHz Cortex-A55),Android V8.0 Oreo,"110,999"
Samsung Galaxy S9,4GB RAM,64GB Built-in,Octa-core (4 x 2.8 GHz Mongoose M3 + 4 x 1.7 GHz Cortex-A55),Android V8.0 Oreo,"91,000"
Samsung Galaxy Note 8,6GB RAM,64/128/256GB built-in,Octa-core (4 x 2.3 GHz + 4 x 1.7 GHz),Android v7.1.1 Nougat,"89,999"
Samsung Galaxy S8 Plus,4GB RAM,64GB built-in,Octa-core (4 x 2.3 GHz + 4 x 1.7 GHz),"Android OS, v7.0 (Nougat)","84,999"
Samsung Galaxy S8,4GB RAM,64GB built-in,Octa-core (4 x 2.3 GHz + 4 x 1.7 GHz),"Android OS, v7.0 (Nougat)","79,999"
Samsung Galaxy A9 2018,16M colors,Super AMOLED capacitive touchscreen,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,"79,999/-","79,999"
Samsung Galaxy A70,6GB RAM,128GB Built-in,Octa-core (2 x 2.0 GHz Kryo 460 Gold + 6 x 1.7 GHz Kryo 460 Silver),Android 9.0 (Pie),"67,999"
Samsung Galaxy A8 Plus 2018,autofocus,16 MP,"Super Amoled Capacitive  Touchscreen, 16M Colors, Multitouch",Android v7.1.1 Nougat,"63,999"
Samsung Galaxy A50,4GB RAM,128GB Built-in,Octa-core (4 x 2.3GHz cortex A-73+ 4 x 1.7GHz Cortex-A53),Android 9.0 (Pie),"54,999"
Samsung Galaxy A7 2018,4GB RAM,128GB Built-in,Octa-core (2 x 2.2 GHz Cortex-A73 + 6 x 1.6 GHz Cortex-A53),"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","49,999"
Samsung Galaxy A6 Plus 2018,4GB RAM,64GB Built-in,1.8 Ghz Octa Core Cortex A-53,Android V8.0 Oreo,"49,999"
Samsung Galaxy A6,3GB RAM or 64GB Built-in,32GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android V8.0 Oreo,"42,899"
Samsung Galaxy J8 2018,4GB RAM,64GB Built-in,1.8 Ghz Octa Core Cortex-A53,Android V8.0 Oreo,"40,999"
Samsung Galaxy A30,4GB RAM,64GB Built-in,Octa-core (2 x 1.8 GHz Kryo 260 Gold + 6 x 1.6 GHz Kryo 260 Silver),Android 9.0 (Pie),"40,999"
Samsung Galaxy J7 Pro,3GB RAM,16GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"34,999"
Samsung Galaxy J7 Pro 64GB,3GB RAM,64GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"34,500"
Samsung Galaxy J7 Max,4GB RAM,32GB Built-in,2.4 Ghz Octa Core Cortex-A53,Android v7.0 Nougat,"32,499"
Samsung Galaxy A20,3GB RAM,32GB Built-in,1.6Ghz (Dual 1.6 GHz + Hexa 1.35 GHz),Android 9.0 (Pie),"31,499"
Samsung Galaxy J6 Plus,3GB RAM,32GB Built-in,1.4 GHz Quad Core Cortex-A53,Android V8.1 Oreo,"30,999"
Samsung Galaxy J5 Pro,2GB RAM,16GB Built-in,1.6 Ghz Octa Core cortex-A53,Android v7.1 Nougat,"29,999"
Samsung Galaxy J7 Prime,3GB RAM,16GB built-in,1.6 Ghz Octa Core Cortex-A53,Android OS V6.0.1 (Marshmallow),"28,999"
Samsung Galaxy J7 Pro 32GB,3GB RAM,32GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.1.1 Nougat,"28,999"
Samsung Galaxy J6,16M Colors,Super Amoled Capacitive Touchscreen,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,"27,999/-","27,999"
Samsung Galaxy J4 Plus,2 GB RAM,16 GB Built-in,Quad core 1.4 GHz Cortex A53,Android V8.1 Oreo,"23,499"
Samsung Galaxy A10,2GB RAM,32GB Built-in,Octa-core (2 x 1.6 GHz + 6 x 1.35 GHz),Android 9.0 (Pie),"23,499"
Samsung Galaxy J7 Core 3GB,3GB RAM,32GB Built-in,1.6 Ghz Octa Core,Android v7.0 Nougat,"22,999"
Samsung Galaxy J4,2GB RAM,16GB Built-in,1.4 Ghz Quad Core Cortex-A53,Android V8.0 Oreo,"19,999"
Samsung Galaxy J7 Core,2GB RAM,16GB Built-in,1.6 Ghz Octa Core,Android v7.0 Nougat,"18,999"
Samsung Galaxy J4 Core,1GB RAM,16GB Built-in,Quad core 1.4 GHz Cortex A53,Android 8.1 Oreo (Go edition),"18,499"
Samsung Galaxy J2 Core,1GB RAM,8GB Built-in,1.4 Ghz Octa Core Cortex-A53,Android V8.1 Oreo (Go edition),"16,799"
Samsung Galaxy J2 Prime,1.5GB RAM,8GB built-in,1.4 GHz Quad-Core Cortex-A53,"Android OS, v6.0 (Marshmallow)","15,999"
Samsung Galaxy J1 2016,1GB RAM,8GB built-in,1.3 GHz Quad-Core Cortex-A7,Android 5.1.1 (Lollipop),"14,999"
Samsung Galaxy A2 Core,1GB RAM,8GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android 9 (Pie); Go edition,"14,999"
Samsung Galaxy A5 2017,16M colors,Super AMOLED capacitive touchscreen,SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900,N/A/-,N/A
Samsung Galaxy J5 2017 Price & Specs,2GB RAM,16GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.0 Nougat,N/A
Samsung Galaxy Core 2 Price & Specs,2592 x 1944 pixels,5MP,"TFT capacitive touchscreen, 16M colors, Multitouch","Android OS, v4.4.2 (KitKat)",Discontinued
Samsung Galaxy Note Edge Price & Specs,3GB RAM,32/64GB built-in,2.7 Ghz Quad Core krait 450,"Android OS, v4.4.4 (KitKat), upgradable to v6.0 (Marshmallow)",Discontinued
Samsung Galaxy Core Prime Price & Specs,1GB RAM,8GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v4.4.2 (KitKat)",Discontinued
Samsung Galaxy Grand Max Price & Specs,1.5GB RAM,16GB built-in,1.2 GHz Quad-Core Cortex-A53,"Android OS, v4.4.4 (KitKat)",Discontinued
Samsung Galaxy S6 Edge Plus Price & Specs,4GB RAM,32/64GB built-in,Octa-core (4 x 2.1 GHz Cortex-A57 + 4 x 1.5 GHz Cortex-A53),"Android OS, v5.1.1 (Lollipop)",Discontinued
Samsung Galaxy A8 2016 Price & Specs,3GB RAM,32GB built-in,"Octa-core (4 x 2.1 GHz Cortex-A57 & 4 x 1.5 GHz Cortex-A53),","Android OS, v5.1 (Lollipop)",Discontinued
Samsung Galaxy Grand Prime 2016 Price & Specs,3264 x 2448 pixels,8MP,"TFT capacitive touchscreen, 16M colors, Multitouch",Android OS 6.0.1 (Marshmallow),Discontinued
Samsung Galaxy J7 2017 Price & Specs,3GB RAM,16GB Built-in,1.6 Ghz Octa Core Cortex-A53,Android v7.0 Nougat,Discontinued
Samsung Galaxy J3 2017 Price & Specs,2GB RAM,16GB Built-in,1.4 Ghz Quad Core cortex-A53,Android v7.0 Nougat,Discontinued
Samsung Galaxy J2 2017 Price & Specs,autofocus,5 MP,"IPS LCD capacitive touchscreen, 16M colors, Multitouch",Android v7.0 Nougat,Discontinued
Samsung Galaxy A8 2018 Price & Specs,4GB RAM,64GB Built-in,Octa-core (2 x 2.2 GHz Cortex-A73 + 6 x 1.6 GHz Cortex-A53),Android v7.1.1 Nougat,Discontinued
Huawei P30 Pro,8GB RAM,256GB Built-in,Octa-core (2 x 2.6 GHz Cortex-A76 + 2 x 1.92 GHz Cortex-A76 + 4 x 1.8 GHz Cortex-A55),Android 9.0 (Pie),"174,999"
Huawei Mate 20 Pro,6GB RAM,128GB Built-in,Octa-core (2 x 2.6 GHz Cortex-A76 + 2 x 1.92 GHz Cortex-A76 + 4 x 1.8 GHz Cortex-A55),Android 9.0 (Pie),"149,999"
Huawei P30,6GB RAM or 64/128/256GB Built-in,128GB Built-in,Octa-core (2 x 2.6 GHz Cortex-A76 + 2 x 1.92 GHz Cortex-A76 + 4 x 1.8 GHz Cortex-A55),Android 9.0 (Pie),"124,999"
Huawei P20 Pro,6GB RAM,128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android V8.0 Oreo,"99,999"
Huawei Mate 10 Pro,4/6GB RAM,64/128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android v8.0,"74,999"
Huawei Nova 3,4GB RAM,128GB Built-in,Octa-core (4 x 2.4 GHz Cortex-A73 + 4 x 1.8 GHz Cortex-A53),Android V8.1 Oreo,"59,999"
